,Animal Type,Sex Upon Outcome,Normalized Age,Breed,Color,Outcome
3695,Dog,Neutered Male,-0.39187222415429,Dachshund Mix,Black/Brown,0
3696,Cat,Intact Male,-0.7055620297563608,Domestic Shorthair Mix,Brown Tabby,0
3697,Cat,Spayed Female,-0.40482696538859386,Domestic Shorthair,Tortie,0
3698,Cat,Spayed Female,-0.6389376462656555,Domestic Shorthair Mix,Brown Tabby,0
3699,Dog,Spayed Female,-0.6592950967767044,Anatol Shepherd Mix,Tan/White,0
3700,Dog,Neutered Male,2.7653832823774667,Labrador Retriever Mix,Brown,0
3701,Dog,Intact Female,-0.5658358921577983,Pit Bull Mix,Black/White,0
3702,Dog,Spayed Female,-0.47422736485807854,Chinese Sharpei Mix,Tan/White,0
3703,Dog,Neutered Male,-0.555657166902274,German Shepherd Mix,Black/Tricolor,0
3704,Dog,Neutered Male,-0.3909468854946969,Chihuahua Shorthair Mix,Brown/White,0
3705,Dog,Spayed Female,-0.39187222415429,Yorkshire Terrier Mix,Tan/Tan,0
3706,Dog,Intact Female,3.3252131714313102,Chihuahua Shorthair Mix,Black/White,1
3707,Dog,Neutered Male,-0.022662098976631465,Pit Bull Mix,Fawn,0
3708,Cat,Intact Female,-0.7148154163522922,Domestic Shorthair,Black,0
3709,Dog,Neutered Male,-0.006931341763548268,Labrador Retriever Mix,Black/White,0
3710,Cat,Spayed Female,-0.5408517483487838,Siamese Mix,Lynx Point,0
3711,Dog,Spayed Female,0.6204482694405934,German Shepherd Mix,Black/Tan,0
3712,Dog,Spayed Female,-0.39187222415429,Dachshund/Pit Bull,Brown/White,0
3713,Cat,Intact Female,-0.7305461735653753,Domestic Shorthair,Blue Tabby,0
3714,Dog,Neutered Male,-0.39464824013306943,Pit Bull Mix,Black,0
3715,Dog,Neutered Male,0.052290332450412,American Pit Bull Terrier,Brown/White,0
3716,Cat,Intact Male,-0.7120394003735128,Domestic Longhair,Black Tabby,0
3717,Dog,Spayed Female,-0.04949692010483221,Chihuahua Shorthair,Red/White,0
3718,Dog,Spayed Female,0.9554208642133061,Chihuahua Shorthair Mix,White/Tan,0
3719,Dog,Spayed Female,-0.2882342942798596,Pit Bull Mix,White/Black,0
3720,Dog,Intact Female,-0.5547318282426807,Border Collie Mix,White/Tan,0
3721,Cat,Neutered Male,-0.5963720679243716,Domestic Shorthair Mix,Black/White,0
3722,Dog,Intact Female,0.36042810609492404,Staffordshire,Black,0
3723,Cat,Neutered Male,-0.019886082997852078,Siamese Mix,Flame Point,0
3724,Cat,Spayed Female,-0.6685484833726357,Siamese Mix,Lynx Point,0
3725,Dog,Neutered Male,0.20219519530449895,Pit Bull Mix,White/Tan,0
3726,Other,Unknown,-0.5667612308173915,Bat Mix,Brown,1
3727,Cat,Spayed Female,-0.6481910328615869,Domestic Longhair Mix,Brown Tabby,0
3728,Dog,Neutered Male,-0.36133604838771677,Labrador Retriever Mix,Black/White,0
3729,Cat,Intact Female,-0.713890077692699,Domestic Shorthair Mix,Black,0
3730,Cat,Neutered Male,-0.6750258539897875,Domestic Shorthair Mix,Blue Tabby/White,0
3731,Cat,Intact Male,-0.7203674483098509,Domestic Shorthair Mix,Brown Tabby,0
3732,Dog,Spayed Female,-0.5612091988598327,Labrador Retriever Mix,Black/White,0
3733,Cat,Intact Female,-0.6759511926493807,Domestic Shorthair Mix,Brown Tabby,0
3734,Cat,Spayed Female,-0.6148788411162341,Siamese Mix,Lynx Point,0
3735,Cat,Spayed Female,-0.4390644957935396,Domestic Longhair Mix,Brown Tabby,0
3736,Cat,Neutered Male,1.4264182419462088,Domestic Shorthair,Black/White,0
3737,Dog,Intact Female,-0.047646242785645956,Australian Cattle Dog Mix,Blue,0
3738,Cat,Spayed Female,-0.5815666493708815,Domestic Shorthair Mix,Tortie,0
3739,Cat,Unknown,-0.7194421096502578,Domestic Shorthair Mix,Orange Tabby/White,0
3740,Dog,Spayed Female,-0.03284082423215589,Chihuahua Shorthair Mix,Black/White,0
3741,Dog,Spayed Female,-0.3881708695159175,Australian Kelpie Mix,Red,0
3742,Cat,Unknown,-0.6537430648191456,Domestic Shorthair Mix,Black/White,0
3743,Other,Unknown,-0.45294457568743657,Opossum,Gray,1
3744,Dog,Spayed Female,-0.47422736485807854,Black Mouth Cur Mix,Tricolor,0
3745,Other,Unknown,-0.058750306700763505,Raccoon Mix,Brown,1
3746,Dog,Neutered Male,2.5386753107771503,Labrador Retriever/Great Pyrenees,White/Brown,0
3747,Cat,Spayed Female,-0.15406018863885582,Domestic Shorthair Mix,White/Blue,0
3748,Dog,Spayed Female,-0.05412361340279786,Chihuahua Longhair Mix,Black/Tan,0
3749,Cat,Neutered Male,-0.6731751766706013,Domestic Shorthair,Black/White,0
3750,Dog,Spayed Female,-0.3881708695159175,Plott Hound,Brown Brindle/White,0
3751,Cat,Neutered Male,-0.6602204354362975,Domestic Shorthair Mix,Black,0
3752,Dog,Neutered Male,-0.6592950967767044,Pit Bull Mix,Brown Brindle/White,0
3753,Cat,Intact Male,-0.591745374626406,Domestic Shorthair Mix,Black/White,0
3754,Other,Unknown,-0.5649105534982052,Bat Mix,Brown,1
3755,Other,Unknown,-0.3964989174522557,Raccoon Mix,Brown/Black,1
3756,Cat,Spayed Female,-0.6463403555424005,Domestic Shorthair,Torbie,0
3757,Dog,Intact Male,-0.055974290721984114,Pit Bull Mix,Red/White,0
3758,Dog,Spayed Female,0.28084898136991493,Yorkshire Terrier/Chihuahua Shorthair,Brown/Black,0
3759,Cat,Spayed Female,-0.05412361340279786,Domestic Shorthair Mix,Blue Tabby,0
3760,Cat,Spayed Female,-0.5898946973072197,Domestic Shorthair Mix,Torbie,0
3761,Dog,Spayed Female,-0.6028494385415235,Dachshund Mix,Black/White,0
3762,Dog,Neutered Male,-0.055048952062390986,Australian Cattle Dog Mix,Black/White,0
3763,Dog,Spayed Female,-0.39557357879266253,Pit Bull Mix,Fawn/White,0
3764,Dog,Neutered Male,-0.35393333911097175,Pit Bull Mix,Brown Brindle,1
3765,Cat,Intact Male,-0.39464824013306943,Domestic Medium Hair Mix,Brown Tabby/White,0
3766,Dog,Intact Female,-0.5945213906051854,Miniature Schnauzer Mix,White/Black,0
3767,Dog,Spayed Female,-0.04672090412605283,American Bulldog/American Staffordshire Terrier,White/Black,0
3768,Dog,Intact Male,-0.348381307153413,Pekingese/Miniature Poodle,White,0
3769,Cat,Spayed Female,-0.39279756281388317,Domestic Shorthair Mix,Black/White,0
3770,Dog,Spayed Female,1.8326419135075926,Pit Bull Mix,White,0
3771,Cat,Spayed Female,-0.6629964514150769,Domestic Shorthair,Blue Tabby/White,0
3772,Cat,Intact Male,-0.677801869968567,Domestic Shorthair Mix,Orange Tabby,0
3773,Dog,Neutered Male,1.6318434243758835,Bull Terrier Mix,White,0
3774,Dog,Spayed Female,-0.20032712161851227,Pointer Mix,White/Black,0
3775,Cat,Spayed Female,2.6719240777585607,Domestic Shorthair Mix,Blue,0
3776,Cat,Unknown,-0.7305461735653753,Domestic Shorthair Mix,Brown Tabby/White,0
3777,Cat,Spayed Female,-0.48070473547523046,Domestic Shorthair,Brown Tabby/White,0
3778,Cat,Intact Male,-0.05689962938157725,Domestic Shorthair Mix,Blue,0
3779,Cat,Unknown,-0.6602204354362975,Domestic Shorthair Mix,Black Tabby,1
3780,Cat,Intact Female,-0.534374377731632,Domestic Medium Hair Mix,Calico,0
3781,Dog,Spayed Female,1.298721506922357,Chihuahua Shorthair Mix,Black/White,0
3782,Dog,Spayed Female,-0.047646242785645956,Pit Bull Mix,Buff,0
3783,Dog,Neutered Male,-0.5584331828810533,Labrador Retriever Mix,White/Brown,0
3784,Dog,Spayed Female,0.4668420519481339,Pit Bull,White/Tan,0
3785,Cat,Intact Female,-0.6759511926493807,Domestic Shorthair Mix,Torbie,0
3786,Dog,Neutered Male,-0.38261883755835874,Siberian Husky/German Shepherd,White,0
3787,Dog,Neutered Male,2.4572455087329548,Pit Bull Mix,White/Tan,0
3788,Cat,Unknown,-0.7333221895441547,Domestic Shorthair Mix,Blue Tabby/White,0
3789,Dog,Neutered Male,-0.044870226806866566,Chihuahua Shorthair Mix,Tan,0
3790,Cat,Intact Male,-0.7111140617139197,Domestic Shorthair Mix,Brown Tabby,0
3791,Dog,Neutered Male,-0.6741005153301944,Beagle/Pug,Red,0
3792,Cat,Neutered Male,-0.6158041797758274,Domestic Shorthair Mix,White/Cream Tabby,0
3793,Dog,Spayed Female,0.28177432002950803,Shih Tzu,Black/White,0
3794,Dog,Spayed Female,-0.355784016430158,Golden Retriever/Collie Rough,Brown/Tan,0
3795,Other,Unknown,-0.39557357879266253,Bat,Black,1
3796,Dog,Neutered Male,0.8045906626996261,Chihuahua Shorthair Mix,Tricolor,0
3797,Cat,Intact Female,-0.7157407550118853,Domestic Shorthair,Blue/White,0
3798,Dog,Intact Male,-0.6500417101807731,Doberman Pinsch,Black/Brown,0
3799,Cat,Intact Male,-0.6990846591392089,Domestic Shorthair Mix,Brown Tabby,0
3800,Cat,Intact Female,-0.7277701575865959,Domestic Shorthair Mix,Calico,0
3801,Dog,Neutered Male,-0.3909468854946969,Catahoula Mix,Black/White,0
3802,Dog,Neutered Male,-0.6463403555424005,Labrador Retriever Mix,Tricolor,0
3803,Dog,Spayed Female,0.37615886330800724,Pit Bull Mix,Brown/White,0
3804,Dog,Intact Female,-0.05782496804117038,Chihuahua Shorthair Mix,Brown/Tan,0
3805,Dog,Neutered Male,-0.4242590772400496,Australian Shepherd Mix,Blue Merle/Tan,0
3806,Dog,Intact Male,-0.39464824013306943,Chihuahua Shorthair,Brown Brindle,0
3807,Dog,Spayed Female,-0.4362884798147602,Pit Bull Mix,Brown,0
3808,Other,Unknown,-0.39557357879266253,Bat,Brown,1
3809,Dog,Intact Female,-0.39187222415429,Labrador Retriever Mix,Black,0
3810,Cat,Spayed Female,1.0155678770868595,Domestic Shorthair,Tortie,0
3811,Dog,Spayed Female,0.11521336130274479,Chihuahua Shorthair Mix,Brown/White,0
3812,Dog,Intact Female,0.9609728961708648,Chow Chow Mix,Black,0
3813,Cat,Spayed Female,-0.6768765313089739,Domestic Shorthair Mix,Blue Cream,0
3814,Cat,Intact Male,-0.5612091988598327,Domestic Shorthair,Brown Tabby,0
3815,Dog,Intact Male,-0.7055620297563608,German Shepherd,Black/Brown,1
3816,Dog,Intact Female,-0.5103155725822106,American Pit Bull Terrier Mix,Blue/White,0
3817,Cat,Neutered Male,-0.5861933426688472,Domestic Shorthair Mix,White/Orange Tabby,0
3818,Dog,Neutered Male,-0.39002154683510376,American Bulldog Mix,White,0
3819,Cat,Intact Male,-0.7009353364583952,Domestic Shorthair,Black/Black,0
3820,Cat,Spayed Female,-0.6741005153301944,Domestic Shorthair Mix,Black/White,0
3821,Cat,Intact Male,-0.6741005153301944,Siamese Mix,Lynx Point,0
3822,Dog,Neutered Male,-0.02821413093419024,American Pit Bull Terrier,White/Black,0
3823,Cat,Unknown,-0.7314715122249684,Domestic Shorthair Mix,White/Blue,0
3824,Dog,Neutered Male,0.01990347936465248,Pit Bull Mix,Brown Brindle,0
3825,Cat,Spayed Female,-0.3881708695159175,Domestic Shorthair,Calico,0
3826,Cat,Intact Male,-0.685204579245312,Domestic Shorthair Mix,Blue Tabby,0
3827,Cat,Intact Male,4.000710392934295,Domestic Shorthair Mix,Black/White,0
3828,Dog,Neutered Male,0.9674502667880167,Chihuahua Shorthair Mix,Black/Tan,0
3829,Cat,Unknown,-0.7277701575865959,Domestic Shorthair Mix,Orange Tabby,0
3830,Dog,Spayed Female,-0.677801869968567,German Shepherd Mix,Tricolor/White,0
3831,Dog,Neutered Male,-0.39187222415429,German Shepherd,Black/Brown,0
3832,Dog,Neutered Male,3.3585253631766627,Jack Russell Terrier Mix,White/Black,0
3833,Cat,Spayed Female,-0.6620711127554838,Domestic Medium Hair Mix,Black Smoke,0
3834,Cat,Neutered Male,-0.6694738220322288,Domestic Shorthair Mix,Orange Tabby/White,0
3835,Cat,Spayed Female,-0.6731751766706013,Domestic Medium Hair Mix,Brown Tabby,0
3836,Dog,Intact Female,-0.05689962938157725,Yorkshire Terrier Mix,Black,0
3837,Cat,Intact Male,-0.7249941416078166,Domestic Shorthair,Blue/White,1
3838,Cat,Neutered Male,2.653417304566698,Domestic Shorthair Mix,Orange Tabby,0
3839,Dog,Neutered Male,0.9646742508092373,Boxer/Staffordshire,Black/White,0
3840,Cat,Intact Female,-0.6611457740958906,Domestic Shorthair Mix,Tortie,0
3841,Dog,Neutered Male,-0.4760780421772648,German Shepherd Mix,Tan/Black,0
3842,Cat,Intact Male,-0.055048952062390986,Domestic Shorthair Mix,Black,0
3843,Cat,Neutered Male,-0.038392856189714664,Russian Blue,Blue,0
3844,Dog,Spayed Female,-0.6481910328615869,Border Collie Mix,Black/White,0
3845,Cat,Neutered Male,-0.6703991606918219,Domestic Medium Hair Mix,Black,0
3846,Dog,Spayed Female,-0.6731751766706013,Labrador Retriever Mix,Brown,0
3847,Dog,Spayed Female,-0.048571581445239084,Labrador Retriever Mix,Black/White,0
3848,Dog,Spayed Female,-0.6176548570950136,Pointer Mix,White/Red,0
3849,Cat,Neutered Male,-0.6703991606918219,Domestic Shorthair Mix,Brown Tabby/White,0
3850,Cat,Neutered Male,-0.677801869968567,Domestic Shorthair Mix,Orange Tabby,0
3851,Cat,Intact Male,-0.685204579245312,Domestic Shorthair,Orange Tabby,1
3852,Other,Unknown,-0.05689962938157725,Bat Mix,Brown,1
3853,Other,Unknown,-0.7314715122249684,Squirrel Mix,Brown,1
3854,Dog,Neutered Male,-0.0522729360836116,German Shepherd,Black/Brown,0
3855,Dog,Neutered Male,0.14019750511175927,Anatol Shepherd Mix,Tan/Black,0
3856,Cat,Intact Female,-0.7305461735653753,Domestic Shorthair,Black,0
3857,Dog,Spayed Female,-0.39002154683510376,Pit Bull Mix,Blue/White,0
3858,Dog,Intact Female,1.7984043831026468,Pit Bull Mix,Blue/White,0
3859,Cat,Intact Female,-0.713890077692699,Domestic Shorthair Mix,Tortie,0
3860,Dog,Neutered Male,-0.39279756281388317,Miniature Schnauzer/Miniature Poodle,Gray/White,0
3861,Dog,Spayed Female,-0.6167295184354205,Redbone Hound Mix,Red/White,0
3862,Dog,Neutered Male,0.2891770293062531,Chihuahua Shorthair,Brown/Tan,0
3863,Dog,Intact Male,-0.05782496804117038,Bull Terrier,Brown Brindle/White,0
3864,Cat,Intact Female,-0.6768765313089739,Domestic Shorthair Mix,Torbie,1
3865,Other,Unknown,-0.3964989174522557,Opossum Mix,Gray/White,1
3866,Cat,Spayed Female,-0.055974290721984114,Domestic Shorthair Mix,Torbie/White,0
3867,Cat,Neutered Male,-0.6509670488403663,Domestic Shorthair,Orange Tabby/White,0
3868,Dog,Intact Female,-0.0522729360836116,Golden Retriever,Tan,0
3869,Cat,Neutered Male,-0.0522729360836116,Domestic Shorthair,Blue Tabby,0
3870,Dog,Spayed Female,-0.03561684021093527,Pit Bull Mix,White/Brown Brindle,0
3871,Cat,Intact Female,-0.685204579245312,Domestic Shorthair,Orange Tabby,0
3872,Cat,Intact Male,-0.7046366910967677,Siamese Mix,Flame Point,0
3873,Dog,Intact Female,-0.5019875246458724,Labrador Retriever Mix,Black/White,0
3874,Dog,Neutered Male,-0.5750892787537296,Pit Bull Mix,Tan/White,0
3875,Dog,Neutered Male,2.9846885447010383,Chihuahua Shorthair/Miniature Poodle,Black/Gray,0
3876,Cat,Spayed Female,-0.6731751766706013,Siamese Mix,Lynx Point,0
3877,Dog,Spayed Female,-0.04301954948768031,Labrador Retriever,Black/Black,0
3878,Cat,Spayed Female,-0.6574444194575181,Domestic Shorthair Mix,Brown Tabby,0
3879,Dog,Neutered Male,-0.6750258539897875,German Shepherd/Australian Cattle Dog,Tricolor,0
3880,Cat,Spayed Female,-0.39187222415429,Domestic Shorthair Mix,Brown Tabby,0
3881,Dog,Intact Male,0.07912515357861274,Doberman Pinsch,Black/Tan,0
3882,Dog,Neutered Male,1.297796168262764,Bichon Frise Mix,White,0
3883,Cat,Neutered Male,0.6380297039728628,Domestic Shorthair Mix,Black/White,0
3884,Cat,Neutered Male,0.5066316143106384,Domestic Shorthair Mix,Brown Tabby/White,0
3885,Dog,Spayed Female,0.6213736081001865,Cocker Spaniel Mix,Buff,0
3886,Dog,Spayed Female,0.8619616595944001,Chihuahua Shorthair,Brown,0
3887,Dog,Intact Male,-0.685204579245312,Alaskan Husky,Black/White,0
3888,Dog,Intact Female,0.8924978353609734,Pit Bull Mix,Brown Brindle/White,0
3889,Dog,Spayed Female,0.11706403862193104,Chihuahua Shorthair Mix,Black,0
3890,Other,Unknown,-0.05782496804117038,Bat,Black/Brown,1
3891,Dog,Intact Male,0.9554208642133061,English Bulldog,Brown Brindle,0
3892,Cat,Spayed Female,-0.677801869968567,Domestic Shorthair Mix,Brown Tabby/White,0
3893,Cat,Neutered Male,-0.6750258539897875,Domestic Shorthair Mix,Brown Tabby,0
3894,Dog,Intact Female,-0.5723132627749502,Labrador Retriever,Black,0
3895,Dog,Intact Female,-0.39279756281388317,Great Pyrenees Mix,White,0
3896,Dog,Neutered Male,-0.35393333911097175,Pointer Mix,Brown Brindle/White,0
3897,Dog,Spayed Female,-0.3909468854946969,Labrador Retriever Mix,Black/White,0
3898,Cat,Spayed Female,3.0050459952120874,Domestic Shorthair Mix,Blue/White,0
3899,Dog,Spayed Female,0.2854756746678806,Chihuahua Shorthair Mix,Black,0
3900,Cat,Intact Male,-0.713890077692699,Domestic Shorthair Mix,Brown Tabby,0
3901,Cat,Neutered Male,0.2854756746678806,Domestic Shorthair Mix,Blue,0
3902,Dog,Neutered Male,-0.05319827474320473,Alaskan Husky Mix,Black/White,0
3903,Dog,Neutered Male,-0.3687387576644618,Labrador Retriever Mix,Chocolate/White,0
3904,Cat,Spayed Female,0.2993557545617775,Domestic Shorthair Mix,Calico,0
3905,Dog,Spayed Female,-0.6454150168828074,Chihuahua Shorthair Mix,Tan/Black,0
3906,Dog,Spayed Female,2.679326787035306,Chihuahua Shorthair Mix,White/Tan,0
3907,Cat,Spayed Female,-0.6389376462656555,Domestic Shorthair Mix,Calico,0
3908,Dog,Spayed Female,-0.15220951131966956,Labrador Retriever Mix,Tan,0
3909,Dog,Spayed Female,0.2799236427103218,Boston Terrier Mix,Tan/White,0
3910,Cat,Unknown,-0.7203674483098509,Domestic Shorthair Mix,Black/White,0
3911,Cat,Intact Female,-0.7027860137775814,Domestic Shorthair Mix,Blue,0
3912,Cat,Intact Male,-0.713890077692699,Domestic Shorthair Mix,Black,0
3913,Dog,Spayed Female,3.5213849672650532,Border Collie Mix,Black/White,0
3914,Dog,Intact Male,-0.6916819498624639,Labrador Retriever Mix,Black/White,0
3915,Dog,Spayed Female,-0.6111774864778616,German Shepherd Mix,Black/Cream,0
3916,Cat,Intact Male,-0.6953833045008364,Domestic Shorthair Mix,Blue/White,0
3917,Dog,Neutered Male,-0.5602838602002396,Beagle Mix,White/Tan,0
3918,Dog,Spayed Female,1.6318434243758835,Australian Cattle Dog Mix,Black/White,0
3919,Dog,Spayed Female,-0.39279756281388317,Border Collie Mix,Black/White,0
3920,Cat,Intact Female,-0.5612091988598327,Domestic Shorthair Mix,Calico/White,0
3921,Dog,Spayed Female,-0.05319827474320473,Chihuahua Shorthair,White,0
3922,Dog,Intact Male,-0.05042225876442534,Australian Cattle Dog Mix,Blue Tick/Tan,0
3923,Other,Neutered Male,-0.3715147736432412,Sugar Glider,Agouti/Gray,0
3924,Other,Unknown,-0.39372290147347627,Hamster Mix,Gray,0
3925,Dog,Spayed Female,-0.3909468854946969,Pit Bull Mix,Chocolate/White,0
3926,Dog,Neutered Male,-0.055048952062390986,Miniature Schnauzer Mix,Black/White,0
3927,Other,Unknown,-0.39464824013306943,Bat Mix,Brown,1
3928,Other,Unknown,0.2799236427103218,Bat Mix,Brown,1
3929,Cat,Intact Female,2.6487906112687325,Domestic Shorthair Mix,Blue,0
3930,Other,Unknown,-0.3964989174522557,Squirrel,Brown,1
3931,Cat,Neutered Male,2.076931319640179,Domestic Shorthair Mix,Orange Tabby,0
3932,Cat,Spayed Female,-0.6750258539897875,Domestic Longhair Mix,Calico,0
3933,Dog,Neutered Male,0.29657973858299813,Border Collie Mix,White/Black,0
3934,Dog,Spayed Female,-0.5038382019650587,Miniature Pinscher Mix,Black/Tan,0
3935,Cat,Neutered Male,-0.6259829050313517,Domestic Medium Hair,Blue Tabby/White,0
3936,Dog,Intact Female,-0.6805778859473464,Labrador Retriever Mix,Black/White,0
3937,Dog,Spayed Female,-0.39002154683510376,Miniature Poodle/Maltese,Cream,0
3938,Cat,Neutered Male,-0.058750306700763505,Domestic Shorthair Mix,Blue,0
3939,Cat,Neutered Male,-0.6213562117333861,Domestic Longhair Mix,Black Smoke,0
3940,Dog,Neutered Male,1.3662712290726555,American Bulldog,Blue/White,0
3941,Dog,Neutered Male,-0.5195689591781418,Pointer Mix,Brown Brindle/White,0
3942,Cat,Neutered Male,-0.6629964514150769,Domestic Shorthair Mix,Orange Tabby,0
3943,Cat,Neutered Male,-0.6380123076060624,Domestic Shorthair Mix,Black,0
3944,Dog,Spayed Female,-0.39372290147347627,Black Mouth Cur/Belgian Malinois,Tan/Brown,0
3945,Dog,Neutered Male,-0.22531126542752677,Pit Bull Mix,Blue/White,0
3946,Dog,Neutered Male,-0.3687387576644618,Siberian Husky Mix,Brown/Silver,0
3947,Dog,Intact Female,-0.6833539019261258,German Shepherd Mix,Tricolor,0
3948,Cat,Intact Female,-0.671324499351415,Domestic Shorthair,Calico,0
3949,Other,Unknown,-0.05782496804117038,Bat,Brown,1
3950,Cat,Unknown,-0.7277701575865959,Domestic Shorthair Mix,Torbie,0
3951,Dog,Spayed Female,-0.3317252112807366,Border Collie Mix,Black/White,0
3952,Cat,Spayed Female,0.031007543279770032,Domestic Shorthair Mix,Torbie,0
3953,Dog,Neutered Male,0.1124373453239654,Mastiff Mix,Red/White,0
3954,Dog,Spayed Female,0.33914531692428207,Chihuahua Shorthair Mix,Tan,0
3955,Dog,Intact Male,-0.7333221895441547,Australian Shepherd Mix,Brown,0
3956,Dog,Spayed Female,-0.0013793098059894926,Labrador Retriever Mix,Black/White,0
3957,Cat,Unknown,-0.7203674483098509,Domestic Shorthair Mix,Orange Tabby,0
3958,Dog,Intact Female,-0.606550793179896,Labrador Retriever Mix,Yellow,0
3959,Cat,Unknown,-0.7333221895441547,Domestic Shorthair Mix,Black Tabby,0
3960,Dog,Spayed Female,-0.39187222415429,Rat Terrier/Cardigan Welsh Corgi,White/Brown,0
3961,Cat,Neutered Male,-0.05319827474320473,Domestic Shorthair Mix,Orange Tabby/White,0
3962,Cat,Neutered Male,-0.034691501551342145,Domestic Shorthair Mix,Brown Tabby,0
3963,Dog,Intact Female,-0.5880440199880335,Labrador Retriever Mix,Black,0
3964,Dog,Neutered Male,-0.044870226806866566,Pit Bull Mix,White,0
3965,Cat,Spayed Female,-0.6657724673938563,Domestic Shorthair Mix,Tortie,0
3966,Dog,Neutered Male,1.5087733826499974,Labrador Retriever Mix,Black Brindle/White,0
3967,Cat,Spayed Female,2.649715949928326,Domestic Medium Hair,White/Tortie,0
3968,Dog,Neutered Male,0.3252652370303851,Chihuahua Shorthair Mix,Black/Tan,0
3969,Dog,Neutered Male,0.28084898136991493,Labrador Retriever Mix,Cream,0
3970,Cat,Spayed Female,-0.4566459303258091,Domestic Shorthair,Blue/White,0
3971,Dog,Unknown,-0.713890077692699,Doberman Pinsch,Black/Brown,0
3972,Dog,Intact Female,0.9674502667880167,Labrador Retriever Mix,Black,0
3973,Dog,Intact Male,0.2826996586891012,Pug,Fawn,0
3974,Dog,Intact Male,-0.36966409632405495,Bull Terrier Mix,Brown Brindle/White,0
3975,Cat,Spayed Female,-0.6333856143080968,Domestic Shorthair Mix,Brown Tabby,0
3976,Cat,Neutered Male,-0.620430873073793,Domestic Shorthair Mix,Brown Tabby/White,0
3977,Cat,Neutered Male,-0.6463403555424005,Domestic Shorthair Mix,Lynx Point,0
3978,Dog,Spayed Female,4.787248253588454,Dachshund,White/Black,0
3979,Cat,Intact Male,-0.7277701575865959,Domestic Shorthair,Blue Tabby/White,0
3980,Cat,Neutered Male,-0.6620711127554838,Domestic Shorthair Mix,Black,0
3981,Cat,Intact Female,-0.7092633843947334,Domestic Shorthair,Brown Tabby,0
3982,Cat,Spayed Female,0.39929232979783547,Domestic Shorthair Mix,Brown Tabby/White,0
3983,Other,Unknown,-0.05689962938157725,Bat,Brown,1
3984,Cat,Spayed Female,-0.6657724673938563,Domestic Shorthair Mix,Brown Tabby,0
3985,Dog,Intact Female,-0.7083380457351403,Pit Bull Mix,Brown/Black,1
3986,Dog,Unknown,-0.7342475282037478,Pit Bull Mix,White/Brown,0
3987,Dog,Intact Male,1.6318434243758835,Boxer Mix,Brown/White,0
3988,Dog,Neutered Male,2.113019527364311,Labrador Retriever Mix,Chocolate,0
3989,Dog,Neutered Male,-0.6407883235848418,Smooth Fox Terrier Mix,White/Black,1
3990,Dog,Spayed Female,-0.5547318282426807,Anatol Shepherd Mix,Tan/White,0
3991,Dog,Intact Male,-0.7037113524371745,Beagle/Dachshund,Black/White,0
3992,Dog,Intact Male,-0.055974290721984114,Lhasa Apso Mix,Gray/White,0
3993,Cat,Neutered Male,-0.642639000904028,Domestic Shorthair Mix,Orange Tabby/White,0
3994,Dog,Neutered Male,-0.4955101540287205,German Shepherd,Black/Brown,0
3995,Other,Unknown,-0.055974290721984114,Skunk,Black/White,1
3996,Dog,Neutered Male,0.9609728961708648,Labrador Retriever Mix,Black,0
3997,Dog,Spayed Female,-0.5861933426688472,Border Collie/Labrador Retriever,Tan,0
3998,Other,Unknown,-0.05782496804117038,Raccoon,Gray/Black,1
3999,Cat,Neutered Male,-0.49736083134790676,Domestic Shorthair,Orange Tabby,0
4000,Dog,Spayed Female,-0.6685484833726357,Pit Bull Mix,Brown Brindle,0
4001,Dog,Spayed Female,-0.4473925437298778,Pit Bull Mix,Chocolate/White,0
4002,Dog,Intact Female,-0.05782496804117038,Australian Kelpie Mix,Brown/White,0
4003,Dog,Spayed Female,0.381710895265566,Chinese Sharpei/Pit Bull,Brown,0
4004,Cat,Spayed Female,-0.6296842596697243,Domestic Medium Hair Mix,Black,0
4005,Dog,Neutered Male,-0.05782496804117038,Pit Bull Mix,White/Brown,0
4006,Dog,Neutered Male,-0.5047635406246518,Chihuahua Longhair,White,0
4007,Dog,Neutered Male,1.0803415832583785,Beagle/Australian Cattle Dog,Red Tick/Brown,0
4008,Dog,Neutered Male,-0.66392179007467,Border Collie Mix,Cream/White,0
4009,Dog,Neutered Male,0.2891770293062531,Chihuahua Shorthair Mix,Tan/White,0
4010,Dog,Neutered Male,1.6827370506535055,Chihuahua Shorthair,Brown/White,0
4011,Other,Unknown,-0.22808728140630616,Raccoon,Gray/Black,1
4012,Dog,Neutered Male,0.2789983040507287,Labrador Retriever/Mastiff,Red/White,0
4013,Cat,Intact Male,-0.39464824013306943,Domestic Shorthair Mix,Black,0
4014,Cat,Neutered Male,1.0424026982150603,Domestic Shorthair Mix,Brown Tabby/White,0
4015,Cat,Neutered Male,0.01620212472627996,Domestic Shorthair Mix,Orange Tabby,0
4016,Cat,Intact Male,-0.7148154163522922,Domestic Shorthair,Brown Tabby,0
4017,Dog,Spayed Female,-0.5047635406246518,Border Collie/Labrador Retriever,Black/White,0
4018,Dog,Intact Male,0.6241496240789659,Pit Bull Mix,Black/White,0
4019,Dog,Neutered Male,-0.5649105534982052,Wire Hair Fox Terrier,Black/Brown,0
4020,Dog,Spayed Female,-0.39557357879266253,Pit Bull Mix,Blue,0
4021,Cat,Spayed Female,-0.656519080797925,Domestic Shorthair Mix,Orange Tabby,0
