,Animal Type,Sex Upon Outcome,Normalized Age,Breed,Color,Outcome
2935,Dog,Intact Male,0.28177432002950803,Pekingese Mix,Brown Brindle/White,0
2936,Dog,Intact Male,-0.39464824013306943,Shih Tzu Mix,White/Cream,0
2937,Cat,Neutered Male,0.6213736081001865,Siamese Mix,Flame Point,0
2938,Dog,Neutered Male,1.6734836640575743,Parson Russell Terrier Mix,White/Red,1
2939,Dog,Intact Male,-0.05782496804117038,German Shepherd Mix,Brown/Black,0
2940,Dog,Neutered Male,-0.3909468854946969,Australian Shepherd,White,0
2941,Dog,Spayed Female,-0.44554186641069154,Rat Terrier Mix,Tricolor,0
2942,Cat,Spayed Female,-0.37429078962202056,Domestic Shorthair Mix,Brown Tabby,0
2943,Dog,Spayed Female,-0.009707357742327656,German Shepherd Mix,Brown Brindle/White,0
2944,Dog,Intact Female,-0.6944579658412433,Alaskan Husky Mix,Black/Brown,0
2945,Cat,Intact Female,-0.713890077692699,Domestic Medium Hair Mix,Brown Tabby,0
2946,Dog,Spayed Female,-0.39002154683510376,Chihuahua Shorthair Mix,White/Black,0
2947,Cat,Intact Male,-0.6889059338836845,Domestic Shorthair,Brown Tabby,1
2948,Dog,Intact Female,-0.048571581445239084,Pit Bull Mix,White/Tan,0
2949,Dog,Neutered Male,-0.29841301953538396,Alaskan Malamute/Labrador Retriever,Brown/Tan,0
2950,Dog,Intact Male,-0.05689962938157725,Shih Tzu Mix,Tan/Black,0
2951,Dog,Intact Male,-0.6158041797758274,Labrador Retriever Mix,Black,0
2952,Dog,Neutered Male,-0.5760146174133227,Patterdale Terr Mix,Black,0
2953,Dog,Neutered Male,-0.36966409632405495,Black Mouth Cur Mix,Tan/Black,0
2954,Dog,Neutered Male,-0.348381307153413,Pit Bull Mix,Fawn/White,0
2955,Cat,Intact Male,-0.7055620297563608,Domestic Shorthair Mix,Brown Tabby,0
2956,Dog,Neutered Male,-0.14573214070251767,Labrador Retriever Mix,Black/White,0
2957,Cat,Neutered Male,1.9695920351273757,Domestic Shorthair Mix,Blue Tabby,0
2958,Dog,Neutered Male,-0.47515270351767164,Chihuahua Shorthair Mix,Brown/White,0
2959,Other,Unknown,-0.31321843808887406,Raccoon,Gray/Black,1
2960,Dog,Spayed Female,-0.26880218242840387,Staffordshire Mix,White/Chocolate,0
2961,Dog,Neutered Male,-0.044870226806866566,Pit Bull Mix,Blue/White,0
2962,Dog,Intact Male,4.023843859424122,Pit Bull,Brown/White,0
2963,Dog,Neutered Male,-0.42610975455923583,Pit Bull/Labrador Retriever,Brown/Black,0
2964,Dog,Spayed Female,0.6371043653132696,Yorkshire Terrier Mix,Blue/Tan,0
2965,Cat,Unknown,-0.7296208349057822,Domestic Shorthair Mix,Brown Tabby,0
2966,Dog,Intact Male,-0.39279756281388317,Labrador Retriever,Buff/Tan,0
2967,Cat,Neutered Male,-0.6722498380110082,Domestic Shorthair Mix,Black,0
2968,Dog,Spayed Female,-0.2068044922356642,German Shepherd Mix,Black,0
2969,Dog,Neutered Male,-0.07077970927547418,Australian Shepherd Mix,Blue Merle,0
2970,Other,Unknown,-0.39557357879266253,Bat Mix,Brown,1
2971,Dog,Neutered Male,-0.67872720862816,Chihuahua Shorthair Mix,Chocolate/Tan,0
2972,Dog,Intact Male,-0.0522729360836116,Australian Cattle Dog Mix,White/Tan,0
2973,Dog,Neutered Male,-0.0522729360836116,Catahoula Mix,Blue Merle/White,0
2974,Cat,Spayed Female,-0.46589931692174036,Domestic Shorthair Mix,Torbie,0
2975,Cat,Intact Male,-0.6703991606918219,Domestic Shorthair Mix,Brown Tabby,1
2976,Cat,Intact Female,-0.7092633843947334,Domestic Shorthair Mix,Blue/White,0
2977,Other,Unknown,-0.3964989174522557,Raccoon Mix,Gray/Black,1
2978,Cat,Neutered Male,-0.40112561075022135,Domestic Shorthair,Black/White,0
2979,Cat,Spayed Female,-0.39279756281388317,Domestic Shorthair Mix,Brown Tabby,0
2980,Dog,Intact Female,2.658043997864664,Labrador Retriever Mix,Black/White,1
2981,Dog,Neutered Male,-0.5214196364973281,Pit Bull Mix,Black/White,0
2982,Dog,Spayed Female,-0.26880218242840387,Manchester Terrier Mix,Tan,0
2983,Dog,Intact Male,1.9714427124465619,Chihuahua Shorthair Mix,Tan,0
2984,Cat,Intact Female,-0.7203674483098509,Domestic Shorthair Mix,Brown Tabby/White,0
2985,Cat,Spayed Female,-0.6555937421383319,Domestic Shorthair Mix,Black,0
2986,Dog,Intact Female,-0.055974290721984114,Dachshund,Brown,0
2987,Dog,Neutered Male,0.052290332450412,Pit Bull Mix,Brown Brindle/White,0
2988,Dog,Spayed Female,0.09300523347250969,Staffordshire Mix,Blue/White,0
2989,Dog,Neutered Male,0.13372013449460737,Jack Russell Terrier Mix,White/Tan,0
2990,Dog,Intact Female,-0.5667612308173915,Rat Terrier/Chihuahua Shorthair,White/Black,0
2991,Dog,Spayed Female,-0.04024353350890092,Pit Bull Mix,Blue/White,0
2992,Dog,Spayed Female,3.65926042754443,Irish Setter,Brown,0
2993,Other,Unknown,-0.05689962938157725,Bat,Brown,1
2994,Cat,Neutered Male,-0.5908200359668129,Domestic Shorthair Mix,Black,0
2995,Cat,Neutered Male,-0.39002154683510376,Domestic Shorthair Mix,Orange Tabby,0
2996,Dog,Neutered Male,0.3252652370303851,Rottweiler Mix,Black/Tan,0
2997,Dog,Neutered Male,1.6364701176738492,Toy Poodle/Miniature Schnauzer,Gray,0
2998,Cat,Intact Male,-0.6685484833726357,Domestic Shorthair,Black,0
2999,Cat,Neutered Male,-0.6518923874999594,Domestic Shorthair Mix,Blue,0
3000,Cat,Intact Female,-0.7277701575865959,Domestic Shorthair,Brown Tabby,0
3001,Cat,Spayed Female,-0.6685484833726357,Domestic Shorthair,Orange Tabby,0
3002,Dog,Spayed Female,1.5504136223316882,Rhod Ridgeback Mix,Brown,0
3003,Dog,Spayed Female,-0.06615301597750854,Staffordshire Mix,Tan/White,0
3004,Cat,Spayed Female,-0.05042225876442534,Domestic Shorthair Mix,Brown Tabby,0
3005,Cat,Intact Male,-0.7129647390331059,Domestic Shorthair Mix,Black,0
3006,Cat,Intact Female,-0.713890077692699,Domestic Shorthair Mix,Brown Tabby,0
3007,Cat,Neutered Male,-0.656519080797925,Domestic Shorthair Mix,Black/White,0
3008,Dog,Spayed Female,0.28732635198706685,Bruss Griffon Mix,White/Brown,0
3009,Dog,Intact Female,1.9695920351273757,Australian Cattle Dog Mix,Red Tick/White,1
3010,Dog,Neutered Male,2.651566627247512,Yorkshire Terrier Mix,Brown,0
3011,Cat,Unknown,-0.7296208349057822,Domestic Shorthair Mix,Brown Tabby,0
3012,Dog,Spayed Female,-0.4714513488792991,Blue Lacy Mix,Blue/White,0
3013,Cat,Neutered Male,-0.5686119081365777,Domestic Shorthair,Brown Tabby,0
3014,Dog,Neutered Male,-0.6759511926493807,Chihuahua Shorthair Mix,Tricolor,0
3015,Dog,Spayed Female,-0.030990146912969627,Great Pyrenees/Labrador Retriever,White,0
3016,Dog,Intact Male,-0.5352997163912251,Chihuahua Shorthair/Rottweiler,Brown Brindle,0
3017,Dog,Neutered Male,0.625074962738559,Chihuahua Shorthair,Brown Brindle/Brown,0
3018,Dog,Spayed Female,0.4094710550533599,Chow Chow Mix,Black Brindle,0
3019,Dog,Intact Female,0.9600475575112717,Maltese/Miniature Poodle,White,0
3020,Cat,Intact Male,-0.7203674483098509,Domestic Shorthair,Torbie/White,0
3021,Dog,Spayed Female,-0.013408712380700172,Australian Cattle Dog Mix,White/Brown Brindle,0
3022,Cat,Unknown,-0.7305461735653753,Domestic Shorthair Mix,Black,0
3023,Cat,Neutered Male,-0.6694738220322288,Domestic Shorthair Mix,Black,0
3024,Dog,Spayed Female,-0.09483851442489555,American Bulldog Mix,White/Brown Brindle,0
3025,Dog,Intact Male,-0.05782496804117038,Miniature Schnauzer,Black,0
3026,Cat,Neutered Male,0.5242130488429079,Domestic Shorthair Mix,Brown Tabby,0
3027,Other,Unknown,-0.5945213906051854,Raccoon Mix,Gray/Black,1
3028,Dog,Neutered Male,0.9683756054476098,Schipperke Mix,Black/White,0
3029,Cat,Intact Male,-0.6907566112028708,Balinese Mix,Lynx Point,1
3030,Cat,Neutered Male,-0.05412361340279786,Domestic Shorthair Mix,Brown Tabby,0
3031,Dog,Neutered Male,-0.2715781984071832,Labrador Retriever Mix,Brown,0
3032,Cat,Unknown,-0.7203674483098509,Domestic Shorthair Mix,Black,0
3033,Dog,Neutered Male,1.642022149631408,Great Dane/Labrador Retriever,Black/White,0
3034,Dog,Neutered Male,-0.5565825055618671,German Shepherd Mix,Tan/Black,0
3035,Dog,Neutered Male,1.0673868420240746,Cairn Terrier/Dachshund Wirehair,Black/Tan,0
3036,Dog,Spayed Female,1.3042735388799158,Cocker Spaniel Mix,Black,0
3037,Dog,Neutered Male,-0.3798428215795793,Anatol Shepherd Mix,Cream,0
3038,Dog,Neutered Male,-0.05412361340279786,Blue Lacy Mix,Blue/White,0
3039,Dog,Spayed Female,0.017127463385873093,Boxer/Pointer,White,0
3040,Dog,Neutered Male,1.9695920351273757,Blue Lacy Mix,Blue/White,0
3041,Cat,Intact Male,-0.6343109529676899,Domestic Longhair Mix,Brown Tabby,0
3042,Dog,Neutered Male,-0.4714513488792991,Australian Cattle Dog Mix,Gray/Black,0
3043,Dog,Neutered Male,-0.6703991606918219,Dachshund Longhair Mix,Sable/Black,0
3044,Dog,Spayed Female,0.617672253461814,Labrador Retriever Mix,Red,0
3045,Dog,Neutered Male,0.10318395872803411,German Shepherd Mix,Tan/Black,0
3046,Other,Unknown,-0.7166660936714784,Guinea Pig Mix,Calico,0
3047,Cat,Spayed Female,-0.39002154683510376,Domestic Shorthair Mix,Brown Tabby,0
3048,Dog,Neutered Male,-0.058750306700763505,German Shepherd/Collie Rough,Brown/White,0
3049,Dog,Intact Female,-0.6380123076060624,Chihuahua Shorthair Mix,White/Black,0
3050,Dog,Intact Female,-0.044870226806866566,Labrador Retriever/Border Collie,Brown/Black,0
3051,Dog,Neutered Male,-0.248444731917355,Australian Kelpie Mix,Black,0
3052,Cat,Neutered Male,-0.635236291627283,Domestic Shorthair Mix,Blue Tabby,0
3053,Dog,Intact Male,-0.5639852148386121,Pit Bull Mix,Black/White,0
3054,Dog,Neutered Male,-0.5334490390720388,Dachshund/Catahoula,Blue Merle,0
3055,Dog,Spayed Female,-0.3909468854946969,Dachshund Mix,Brown/Black,0
3056,Dog,Neutered Male,-0.6047001158607097,Pharaoh Hound,Red,0
3057,Dog,Spayed Female,-0.048571581445239084,Soft Coated Wheaten Terrier,Cream/Blue,0
3058,Cat,Intact Male,-0.6990846591392089,Domestic Shorthair Mix,Blue Tabby,0
3059,Dog,Neutered Male,-0.5908200359668129,German Shepherd Mix,Brown/Black,0
3060,Dog,Spayed Female,-0.5510304736043082,Whippet Mix,Tan/White,0
3061,Cat,Intact Female,-0.05319827474320473,Domestic Shorthair,Brown Tabby,0
3062,Dog,Neutered Male,0.9563462028728992,Pit Bull Mix,Black/White,0
3063,Dog,Intact Female,-0.6130281637970479,Pit Bull Mix,Blue/White,0
3064,Cat,Neutered Male,-0.6741005153301944,Domestic Shorthair Mix,White/Brown Tabby,0
3065,Dog,Neutered Male,0.7712784709542734,Staffordshire Mix,Red/White,1
3066,Dog,Intact Female,1.2940948136243913,Lhasa Apso Mix,Tan/Black,0
3067,Dog,Spayed Female,-0.044870226806866566,Beagle Mix,Cream/White,0
3068,Cat,Intact Female,-0.7314715122249684,Domestic Shorthair,Brown Tabby,0
3069,Cat,Intact Male,-0.7203674483098509,Domestic Shorthair,Blue Tabby,0
3070,Bird,Intact Female,-0.3964989174522557,Parrot Mix,Green,0
3071,Cat,Intact Male,-0.7148154163522922,Domestic Shorthair,Brown Tabby/White,0
3072,Dog,Neutered Male,0.653760461185946,Labrador Retriever Mix,Yellow,0
3073,Cat,Spayed Female,-0.5889693586476266,Domestic Shorthair Mix,Brown Tabby,0
3074,Dog,Neutered Male,1.714198565079672,Boxer Mix,Fawn/White,0
3075,Dog,Neutered Male,-0.67872720862816,Australian Cattle Dog Mix,Black/White,0
3076,Cat,Intact Male,-0.6750258539897875,Domestic Shorthair,Black/White,0
3077,Cat,Intact Female,-0.6481910328615869,Manx Mix,Brown Tabby,0
3078,Dog,Neutered Male,-0.5602838602002396,Siberian Husky,Black/Gray,0
3079,Dog,Spayed Female,-0.04949692010483221,Australian Shepherd Mix,Tricolor,0
3080,Other,Unknown,-0.05782496804117038,Bat,Brown,1
3081,Dog,Neutered Male,-0.3594853710685305,Blue Lacy Mix,Blue/White,0
3082,Dog,Intact Male,-0.055974290721984114,Great Pyrenees Mix,White/Black,0
3083,Cat,Unknown,-0.39557357879266253,Domestic Shorthair,Gray,1
3084,Dog,Spayed Female,-0.05319827474320473,Dachshund Longhair Mix,Black/Brown,0
3085,Cat,Neutered Male,-0.5112409112418037,Domestic Shorthair,Orange Tabby,0
3086,Dog,Intact Male,-0.6611457740958906,Labrador Retriever Mix,Red/White,0
3087,Cat,Intact Female,-0.5658358921577983,Domestic Shorthair Mix,Brown Tabby,1
3088,Dog,Neutered Male,-0.463123300942961,Labrador Retriever Mix,Black,0
3089,Dog,Spayed Female,-0.47515270351767164,Chihuahua Longhair Mix,Tan/White,0
3090,Cat,Spayed Female,-0.44554186641069154,Domestic Shorthair,Black,0
3091,Cat,Spayed Female,-0.03931819484930779,Domestic Medium Hair Mix,Brown Tabby,0
3092,Cat,Neutered Male,-0.6389376462656555,Domestic Shorthair,Brown Tabby/White,0
3093,Dog,Neutered Male,0.617672253461814,Labrador Retriever,Gold,0
3094,Other,Unknown,-0.39557357879266253,Bat,Brown,1
3095,Cat,Neutered Male,-0.38632019219673125,Domestic Shorthair Mix,Black,0
3096,Cat,Spayed Female,-0.39002154683510376,Domestic Shorthair Mix,Orange Tabby/White,0
3097,Dog,Spayed Female,-0.2808315850031145,Australian Kelpie/Pit Bull,Black/Tan,0
3098,Dog,Spayed Female,-0.42148306126127016,Welsh Terrier Mix,Sable,0
3099,Cat,Spayed Female,-0.656519080797925,Domestic Shorthair Mix,Brown Tabby,0
3100,Cat,Intact Male,-0.05689962938157725,Domestic Shorthair Mix,Black,1
3101,Dog,Neutered Male,-0.045795565466459694,Pit Bull,Brown/White,0
3102,Dog,Spayed Female,0.9554208642133061,Chihuahua Shorthair/Pug,Brown,0
3103,Dog,Spayed Female,-0.5297476844336663,Labrador Retriever Mix,Black/White,0
3104,Cat,Intact Male,-0.7083380457351403,Domestic Shorthair Mix,Brown Tabby,0
3105,Dog,Neutered Male,-0.04394488814727344,Pit Bull Mix,Red/White,0
3106,Dog,Intact Female,-0.7101887230543265,Pointer Mix,Chocolate/White,0
3107,Dog,Neutered Male,0.6213736081001865,Mastiff,Brown Brindle,0
3108,Cat,Intact Female,-0.6741005153301944,Domestic Shorthair Mix,Black,0
3109,Cat,Intact Male,-0.7064873684159539,Domestic Shorthair Mix,Cream Tabby,0
3110,Cat,Intact Male,-0.5066142179438381,Domestic Longhair Mix,Orange Tabby,0
3111,Dog,Neutered Male,-0.055974290721984114,Labrador Retriever Mix,Brown,0
3112,Dog,Spayed Female,0.30768380249811567,Miniature Poodle,White,0
3113,Cat,Spayed Female,-0.055048952062390986,Siamese Mix,Lynx Point,0
3114,Dog,Spayed Female,-0.563059876179019,Chihuahua Shorthair Mix,Brown,0
3115,Dog,Neutered Male,-0.024512776295817724,Pit Bull Mix,Fawn/Black,0
3116,Cat,Neutered Male,-0.6509670488403663,Domestic Shorthair,Brown Tabby/White,0
3117,Cat,Intact Male,-0.7323968508845616,Domestic Shorthair Mix,Cream Tabby,0
3118,Dog,Spayed Female,-0.3909468854946969,Miniature Poodle Mix,Buff,0
3119,Cat,Unknown,-0.6889059338836845,Domestic Shorthair Mix,Black,1
3120,Dog,Intact Female,-0.6056254545203029,Soft Coated Wheaten Terrier/Yorkshire Terrier,Cream/Tan,0
3121,Dog,Spayed Female,-0.39187222415429,Australian Kelpie Mix,Black,0
3122,Bird,Intact Male,-0.384469514877545,Chicken,Red/Black,0
3123,Dog,Neutered Male,0.6195229307810002,Pit Bull Mix,Black/White,0
3124,Dog,Neutered Male,-0.055048952062390986,Chihuahua Shorthair Mix,Tricolor,0
3125,Dog,Spayed Female,-0.6620711127554838,Labrador Retriever Mix,Chocolate/White,0
3126,Dog,Neutered Male,0.2799236427103218,Pomeranian Mix,Tan/Buff,0
3127,Cat,Spayed Female,-0.6380123076060624,Domestic Shorthair Mix,Tortie,0
3128,Cat,Neutered Male,1.6318434243758835,Domestic Shorthair Mix,Brown Tabby/White,0
3129,Dog,Neutered Male,0.3021317705405569,Chihuahua Longhair/Cairn Terrier,Buff,0
3130,Dog,Spayed Female,0.661163170462691,Boxer Mix,Brown Brindle/White,0
3131,Other,Unknown,-0.05689962938157725,Bat,Brown,1
3132,Dog,Spayed Female,-0.6195055344141999,Pit Bull Mix,White/Black,0
3133,Cat,Spayed Female,-0.6657724673938563,Domestic Medium Hair Mix,Black,0
3134,Dog,Neutered Male,0.11058666800477915,Pit Bull Mix,Fawn/White,0
3135,Dog,Neutered Male,-0.6694738220322288,Labrador Retriever,Black/White,0
3136,Dog,Neutered Male,0.625074962738559,German Wirehaired Pointer Mix,Liver Tick,0
3137,Dog,Spayed Female,-0.05319827474320473,Cardigan Welsh Corgi Mix,Tan,0
3138,Dog,Neutered Male,-0.3752161282816137,Pit Bull Mix,White,0
3139,Dog,Spayed Female,-0.22346058810834052,Chihuahua Shorthair Mix,Tan,0
3140,Dog,Spayed Female,-0.5056888792842449,Boxer Mix,Brown Brindle/White,0
3141,Dog,Intact Male,-0.05782496804117038,Boxer Mix,Brown Brindle/White,0
3142,Other,Unknown,-0.563059876179019,Raccoon,Gray/Black,1
3143,Cat,Intact Female,-0.39557357879266253,Domestic Shorthair Mix,Black,0
3144,Cat,Intact Female,-0.713890077692699,Domestic Shorthair,Torbie,0
3145,Cat,Spayed Female,-0.6685484833726357,Domestic Shorthair Mix,Brown Tabby,0
3146,Dog,Spayed Female,-0.45294457568743657,Labrador Retriever Mix,Brown/White,0
3147,Dog,Neutered Male,-0.22160991078915426,German Shepherd,Brown/Black,0
3148,Dog,Neutered Male,-0.44184051177231903,Labrador Retriever Mix,Chocolate,0
3149,Dog,Neutered Male,0.2864010133274737,Chihuahua Shorthair Mix,Brown/White,0
3150,Cat,Neutered Male,-0.6574444194575181,Domestic Shorthair Mix,Brown Tabby,0
3151,Cat,Intact Male,-0.7277701575865959,Domestic Medium Hair Mix,Brown Tabby,0
3152,Dog,Neutered Male,-0.6657724673938563,Collie Smooth Mix,Tan/White,0
3153,Cat,Spayed Female,-0.6296842596697243,Domestic Shorthair Mix,Tortie,0
3154,Dog,Spayed Female,-0.07540640257343983,Pit Bull Mix,Brown Brindle/White,0
3155,Dog,Spayed Female,1.2876174430072393,Labrador Retriever Mix,Red/White,0
3156,Cat,Neutered Male,-0.599148083903151,Domestic Shorthair Mix,Black/White,0
3157,Other,Unknown,-0.5667612308173915,Opossum,Gray/White,1
3158,Dog,Neutered Male,0.6232242854193727,Beagle/Chihuahua Shorthair,Tan/White,0
3159,Dog,Neutered Male,0.6222989467597796,German Shepherd Mix,Tan/Black,0
3160,Dog,Intact Male,-0.1466574793621108,Chihuahua Shorthair Mix,Black,0
3161,Dog,Spayed Female,-0.39002154683510376,Jack Russell Terrier/Dachshund,White/Brown,0
3162,Cat,Spayed Female,-0.41870704528249075,Domestic Shorthair Mix,Blue/White,0
3163,Dog,Neutered Male,0.732414247251362,Pit Bull,Blue,0
3164,Dog,Neutered Male,1.6336941016950697,Miniature Poodle Mix,Brown/White,0
3165,Cat,Intact Female,-0.3964989174522557,Domestic Shorthair Mix,Black,1
3166,Cat,Intact Male,-0.39187222415429,Domestic Shorthair Mix,Brown Tabby,0
3167,Dog,Spayed Female,-0.6759511926493807,Labrador Retriever Mix,Tan/White,0
3168,Dog,Spayed Female,-0.05689962938157725,Cairn Terrier Mix,Brown/White,0
3169,Dog,Spayed Female,0.9304367204042917,German Shepherd Mix,White,0
3170,Dog,Spayed Female,-0.3798428215795793,Boxer Mix,Black/White,0
3171,Cat,Spayed Female,1.7077211944625201,Domestic Shorthair Mix,Torbie,0
3172,Cat,Intact Female,-0.7027860137775814,Domestic Shorthair Mix,Blue,0
3173,Dog,Neutered Male,-0.67872720862816,Australian Cattle Dog/Pit Bull,Tricolor,0
3174,Dog,Intact Female,-0.38539485353713815,Pit Bull Mix,Brown Brindle/White,0
3175,Dog,Spayed Female,-0.055048952062390986,Dachshund/Beagle,White/Black,0
3176,Dog,Spayed Female,-0.5769399560729159,German Shepherd Mix,Black,0
3177,Cat,Spayed Female,-0.6759511926493807,Domestic Medium Hair Mix,Blue,0
3178,Dog,Neutered Male,-0.38632019219673125,Boxer/German Shepherd,Brown Brindle,0
3179,Cat,Intact Female,-0.7018606751179883,Domestic Shorthair Mix,Black,0
3180,Dog,Neutered Male,-0.6407883235848418,Labrador Retriever,White/Yellow,0
3181,Cat,Neutered Male,-0.3409785978766679,Domestic Shorthair Mix,Black,0
3182,Cat,Unknown,-0.7286954962461891,Domestic Shorthair Mix,Black/White,0
3183,Bird,Intact Female,-0.39279756281388317,Chicken Mix,Orange,1
3184,Cat,Spayed Female,0.006023399470755541,American Shorthair Mix,Torbie,0
3185,Dog,Neutered Male,-0.3594853710685305,Catahoula Mix,Black/White,0
3186,Dog,Intact Male,-0.051347597424018475,Pit Bull Mix,Red/White,0
3187,Cat,Spayed Female,1.2459772033255485,Domestic Shorthair Mix,Brown Tabby,0
3188,Dog,Neutered Male,-0.39279756281388317,Flat Coat Retriever Mix,Black,0
3189,Other,Unknown,-0.3964989174522557,Squirrel Mix,Brown,1
3190,Dog,Intact Female,2.6469399339495463,Chihuahua Shorthair Mix,Brown/White,1
3191,Dog,Neutered Male,3.642604331671753,Labrador Retriever/German Shepherd,Yellow,1
3192,Dog,Neutered Male,-0.355784016430158,Labrador Retriever/Pit Bull,Blue/White,0
3193,Dog,Neutered Male,-0.3798428215795793,Pit Bull Mix,Black Brindle/White,0
3194,Dog,Spayed Female,-0.5760146174133227,Pembroke Welsh Corgi/German Shepherd,Tricolor,0
3195,Dog,Intact Female,-0.6435643395636211,Labrador Retriever Mix,Brown,0
3196,Cat,Intact Female,0.9591222188516786,Domestic Shorthair Mix,Brown Tabby/White,0
3197,Cat,Intact Female,-0.6102521478182685,Domestic Shorthair Mix,Black,0
3198,Cat,Neutered Male,-0.6509670488403663,Domestic Medium Hair Mix,Black,0
3199,Dog,Intact Female,-0.7268448189270028,American Staffordshire Terrier,Black/White,0
